school_name,lea_name,lea_no,isp,eligible
Princeville Elementary School,Edgecombe County Schools,330,75.4,X
South Edgecombe Middle,Edgecombe County Schools,330,44.4,X
SouthWest Edgecombe High,Edgecombe County Schools,330,37.5,
Stocks Elementary,Edgecombe County Schools,330,70.1,X
Tarboro High,Edgecombe County Schools,330,42.4,X
West Edgecombe Middle,Edgecombe County Schools,330,48.8,X
Ashley Elementary,Forsyth County Schools,340,82.7,X
Bolton Elementary,Forsyth County Schools,340,58.1,X
Brunson Elementary,Forsyth County Schools,340,40.9,X
Carver High,Forsyth County Schools,340,69.4,X
Cook Elementary,Forsyth County Schools,340,83.8,X
Diggs/Latham Elementary School,Forsyth County Schools,340,70.3,X
East Forsyth Middle,Forsyth County Schools,340,52.1,X
Easton Elementary,Forsyth County Schools,340,79.8,X
Flat Rock Middle,Forsyth County Schools,340,53.5,X
Forest Park Elementary,Forsyth County Schools,340,75.3,X
Gibson Elementary,Forsyth County Schools,340,65.4,X
Griffith Elementary,Forsyth County Schools,340,56.4,X
Hall-Woodward Elementary,Forsyth County Schools,340,69.5,X
Hanes Middle,Forsyth County Schools,340,32.3,
Ibraham Elementary,Forsyth County Schools,340,68.4,X
Kennedy Learning,Forsyth County Schools,340,61.7,X
Kernersville Elementary,Forsyth County Schools,340,50.9,X
Kimberley Park Elementary,Forsyth County Schools,340,88.3,X
Kimel Farm Elementary,Forsyth County Schools,340,34.4,
Kingswood School,Forsyth County Schools,340,55.4,X
Konnoak Elementary,Forsyth County Schools,340,66.5,X
Lowrance Middle,Forsyth County Schools,340,38,
Main Street Academy,Forsyth County Schools,340,71.3,X
Middle Fork Elementary,Forsyth County Schools,340,61,X
Mineral Springs Elementary,Forsyth County Schools,340,72.2,X
Mineral Springs Middle,Forsyth County Schools,340,67,X
Moore Elementary,Forsyth County Schools,340,39.8,
North Forsyth High,Forsyth County Schools,340,42.7,X
North Hills Elementary,Forsyth County Schools,340,79.1,X
Northwest Middle,Forsyth County Schools,340,44.7,X
Old Richmond Elementary,Forsyth County Schools,340,32.3,
Old Town Elementary,Forsyth County Schools,340,63.4,X
Paisley Middle,Forsyth County Schools,340,43.4,X
Parkland High,Forsyth County Schools,340,47.9,X
Petree Elementary,Forsyth County Schools,340,83.1,X
Philo-Hill Magnet Academy,Forsyth County Schools,340,76.6,X
R B Glenn High,Forsyth County Schools,340,30.4,
Reynolds High,Forsyth County Schools,340,30.4,
Rural Hall Elementary,Forsyth County Schools,340,36.2,
Smith Farm Elementary,Forsyth County Schools,340,42.3,X
South Fork Elementary,Forsyth County Schools,340,63.2,X
Speas Elementary,Forsyth County Schools,340,60.5,X
The Childrens Special School,Forsyth County Schools,340,36.5,
Union Cross Elementary,Forsyth County Schools,340,33.1,
Walkertown Elementary,Forsyth County Schools,340,45,X
Walkertown Middle,Forsyth County Schools,340,40.6,X
Ward Elementary,Forsyth County Schools,340,40.4,X
Wiley Middle,Forsyth County Schools,340,46.7,X
Winston-Salem Preparatory Acad,Forsyth County Schools,340,68.2,X
Bunn Elementary,Franklin County Schools,350,42.4,X
Bunn High,Franklin County Schools,350,36.5,
Bunn Middle,Franklin County Schools,350,36.8,
Edward Best Elementary,Franklin County Schools,350,48.8,X
Franklin County Early College High School,Franklin County Schools,350,31.7,
Franklinton Elementary,Franklin County Schools,350,63,X
Franklinton Middle School,Franklin County Schools,350,49.8,X
Laurel Mill Elementary,Franklin County Schools,350,66.1,X
Long Mill Elementary,Franklin County Schools,350,38.4,
Louisburg Elementary,Franklin County Schools,350,59.7,X
Louisburg High,Franklin County Schools,350,38.6,
Royal Elementary,Franklin County Schools,350,48.2,X
Terrell Lane Middle,Franklin County Schools,350,50.7,X
Ashbrook High,Gaston County Schools,360,40.5,X
Bessemer City Central Elem,Gaston County Schools,360,57.8,X
Bessemer City High,Gaston County Schools,360,46.8,X
Bessemer City Middle,Gaston County Schools,360,54.8,X
Bessemer City Primary,Gaston County Schools,360,60.5,X
Brookside Elementary,Gaston County Schools,360,54.8,X
Carr Elementary,Gaston County Schools,360,55.5,X
Catawba Heights Elementary,Gaston County Schools,360,42.9,X
Chapel Grove Elementary,Gaston County Schools,360,58.2,X
Cherryville Elementary,Gaston County Schools,360,47.1,X
Cherryville Senior High,Gaston County Schools,360,35.6,
Costner Elementary,Gaston County Schools,360,40.1,X
"Edward D Sadler, Jr Elementary",Gaston County Schools,360,73.1,X
Forest Heights Elementary,Gaston County Schools,360,65.9,X
Gardner Park Elementary,Gaston County Schools,360,52.3,X
Hershal H Beam Elementary,Gaston County Schools,360,69.4,X
Holbrook Middle,Gaston County Schools,360,43.1,X
Hunter Huss High,Gaston County Schools,360,54.5,X
Ida Rankin Elementary,Gaston County Schools,360,42.9,X
John Chavis Middle,Gaston County Schools,360,38.4,
Kiser Elementary,Gaston County Schools,360,42.4,X
Lingerfeldt Elementary,Gaston County Schools,360,78.2,X
Lowell Elementary,Gaston County Schools,360,41.2,X
McAdenville Elementary,Gaston County Schools,360,41.6,X
Mount Holly Middle,Gaston County Schools,360,35.7,
North Belmont Elementary,Gaston County Schools,360,51.6,X
North Gaston High,Gaston County Schools,360,38.1,
Pinewood Elementary,Gaston County Schools,360,37.4,
Pleasant Ridge Elementary,Gaston County Schools,360,69.4,X
Rhyne Elementary,Gaston County Schools,360,87.6,X
Robinson Elementary,Gaston County Schools,360,39.5,
Sherwood Elementary,Gaston County Schools,360,52.5,X
Southwest Middle,Gaston County Schools,360,56.4,X
Springfield Primary,Gaston County Schools,360,48.8,X
Stanley Middle,Gaston County Schools,360,39.3,
Tryon Elementary,Gaston County Schools,360,61.1,X
W P Grier Middle,Gaston County Schools,360,58.4,X
Warlick School,Gaston County Schools,360,62.6,X
Webb St Special Education,Gaston County Schools,360,36,
William B Beam Intermediate,Gaston County Schools,360,46.2,X
William C Friday Middle,Gaston County Schools,360,40.1,X
Woodhill Elementary,Gaston County Schools,360,70.2,X
York Chester Middle,Gaston County Schools,360,73.2,X
Buckland Elementary,Gates County Schools,370,35.7,
Central Middle,Gates County Schools,370,32.5,
Gatesville Elementary,Gates County Schools,370,44.9,X
T S Cooper Elementary,Gates County Schools,370,43,X
Robbinsville Elementary,Graham County Schools,380,47.2,X
Robbinsville High,Graham County Schools,380,40.4,X
Robbinsville Middle,Graham County Schools,380,40.9,X
Butner-Stem Elementary,Granville County Schools,390,47.9,X
Butner-Stem Middle,Granville County Schools,390,36.6,
C G Credle Elementary,Granville County Schools,390,58.9,X
Creedmoor Elementary,Granville County Schools,390,45.4,X
Granville Central High School,Granville County Schools,390,33.1,
Granville Magnet School,Granville County Schools,390,43.2,X
J F Webb High,Granville County Schools,390,42.5,X
Joe Toler-Oak Hill Elem,Granville County Schools,390,47.2,X
Mary Potter Middle,Granville County Schools,390,40.6,X
Mount Energy Elementary,Granville County Schools,390,32,
Northern Granville Middle,Granville County Schools,390,39.5,
Stovall-Shaw Elementary,Granville County Schools,390,44.8,X
West Oxford Elementary,Granville County Schools,390,54.5,X
Greene Central High,Greene County Schools,400,49.8,X
Greene County Intermediate Schools,Greene County Schools,400,59.1,X
Greene County Middle,Greene County Schools,400,57.7,X
Greene Early College High,Greene County Schools,400,39.7,
Snow Hill Primary,Greene County Schools,400,47.9,X
West Greene Elementary,Greene County Schools,400,67.8,X
Allen Jay Elementary,Guilford County Schools,410,64.1,X
Allen Jay Middle - A Preparatory Academy,Guilford County Schools,410,44.4,X
Allen Middle,Guilford County Schools,410,58.2,X
Archer Elementary,Guilford County Schools,410,57.2,X
Aycock Middle,Guilford County Schools,410,54.3,X
Ben L Smith High,Guilford County Schools,410,58.7,X
Bessemer Elementary,Guilford County Schools,410,80.1,X
Bluford Elementary,Guilford County Schools,410,73,X
Brightwood Elementary,Guilford County Schools,410,64.8,X
Ceasar Cone Elementary,Guilford County Schools,410,84.3,X
Clara J Peck Elementary,Guilford County Schools,410,73.4,X
Cyrus P Frazier Elementary,Guilford County Schools,410,58.9,X
David D Jones Elementary,Guilford County Schools,410,46.5,X
Dudley High,Guilford County Schools,410,64.3,X
Eastern Guilford High,Guilford County Schools,410,42.2,X
Eastern Middle,Guilford County Schools,410,45.5,X
Edwin A Alderman Elementary,Guilford County Schools,410,53.7,X
Erwin Montessori,Guilford County Schools,410,41.2,X
Fairview Elementary,Guilford County Schools,410,82.8,X
Ferndale Middle,Guilford County Schools,410,61.3,X
Gateway Education Center,Guilford County Schools,410,43.8,X
"George C. Simkins, Jr Elementary",Guilford County Schools,410,42.4,X
Gibsonville Elementary,Guilford County Schools,410,33,
Gillespie Park Elementary,Guilford County Schools,410,85.1,X
Greene Education Center @ Ragsdale,Guilford County Schools,410,52.7,X
GTCC East Middle College High,Guilford County Schools,410,33.9,
Guilford Elementary,Guilford County Schools,410,51.9,X
Guilford Middle,Guilford County Schools,410,44.1,X
Herbin-Metz Education Center,Guilford County Schools,410,43.7,X
High Point Central High,Guilford County Schools,410,45.5,X
High Point GTCC Middle College,Guilford County Schools,410,44.4,X
High School Ahead Academy,Guilford County Schools,410,51.8,X
Hunter Elementary,Guilford County Schools,410,68.4,X
Irving Park Elementary,Guilford County Schools,410,50.3,X
Jackson Middle,Guilford County Schools,410,71.5,X
James Y Joyner Elementary,Guilford County Schools,410,49.2,X
Jamestown Elementary,Guilford County Schools,410,56.1,X
Jamestown Middle,Guilford County Schools,410,36.9,
Jefferson Elementary,Guilford County Schools,410,45,X
John Van Lindley Elementary,Guilford County Schools,410,42.6,X
Johnson Street Elementary,Guilford County Schools,410,56.7,X
Julius I Foust Elementary,Guilford County Schools,410,73.4,X
Kirkman Park Elementary,Guilford County Schools,410,80.6,X
Kiser Middle,Guilford County Schools,410,46.5,X
Laurin Welborn Middle,Guilford County Schools,410,64.4,X
Madison Elementary,Guilford County Schools,410,44.7,X
McLeansville Elementary,Guilford County Schools,410,44.8,X
Mendenhall Middle,Guilford County Schools,410,37.6,
Meredith Haynes-Inman School,Guilford County Schools,410,41.5,X
Middle College High at Bennett,Guilford County Schools,410,38.8,
Middle College High at NC A&T,Guilford County Schools,410,33.7,
Monticello-Brown Summit Elem,Guilford County Schools,410,47.3,X
Montlieu Avenue Elementary,Guilford County Schools,410,71.1,X
Morehead Elementary,Guilford County Schools,410,44.4,X
Murphy Traditional Academy,Guilford County Schools,410,65.7,X
Nathanael Greene Elementary,Guilford County Schools,410,31,
Newcomers School,Guilford County Schools,410,57,X
Northeast Guilford High,Guilford County Schools,410,42.2,X
Northeast Guilford Middle,Guilford County Schools,410,50.5,X
Northwood Elementary,Guilford County Schools,410,65.8,X
Oak Hill Elementary,Guilford County Schools,410,72,X
Oak View Elementary,Guilford County Schools,410,57,X
Otis L Hairston Sr Middle,Guilford County Schools,410,75.8,X
Page High,Guilford County Schools,410,33.4,
Parkview Village Elementary,Guilford County Schools,410,82.3,X
Peeler Open Elementary,Guilford County Schools,410,52.7,X
Penn-Griffin Middle,Guilford County Schools,410,41.2,X
Pilot Elementary,Guilford County Schools,410,39.9,
Pleasant Garden Elementary,Guilford County Schools,410,33.1,
Rankin Elementary,Guilford County Schools,410,74.6,X
Reedy Fork Elementary,Guilford County Schools,410,48.5,X
Ronald E McNair Elementary,Guilford County Schools,410,59.8,X
Scale in High Point,Guilford County Schools,410,76.3,X
Scale School,Guilford County Schools,410,83.1,X
Sedalia Elementary,Guilford County Schools,410,38,
Sedgefield Elementary,Guilford County Schools,410,65.4,X
